Ticker,Name,Country,Financial Currency,Sector Key,Industry Key,Market Cap,Current Asset,Non Current Asset,Total Liabilities,Net Income,ROIC,Final Value,Margin
SIRI,Sirius XM Holdings Inc.,United States,USD,communication-services,entertainment,11578355712,1271000000.0,9103000000.0,12939000000.0,"[1258000000.0, 1213000000.0]","[0.24261680348636872, 0.25109524458734866]",32379054143.492126,2.7965157530903926
K,Kellanova,United States,USD,consumer-defensive,packaged-foods,21046378496,3330000000.0,12291000000.0,12252000000.0,"[951000000.0, 960000000.0]","[0.11160838774399783, 0.0840446582822455]",401755036.2149296,0.019089034072597606
BLK,"BlackRock, Inc.",United States,USD,financial-services,asset-management,120695889920,19173000000.0,104038000000.0,81971000000.0,"[5502000000.0, 5178000000.0]","[0.1249897617718555, 0.11627368883472101]",3457642092.905426,0.028647554570393658
ANSS,"ANSYS, Inc.",United States,USD,technology,software-application,28609081344,2049567000.0,5273308000.0,1932511000.0,"[500412000.0, 523710000.0]","[0.08792830620729115, 0.09687779579648073]",4786120874.257482,0.16729376300862048
WDAY,"Workday, Inc.",United States,USD,technology,software-application,68426506240,9939000000.0,6513000000.0,8370000000.0,"[1381000000.0, -367000000.0]","[0.1648192313395997, -0.02605105442390806]",11982674665.686836,0.17511744094691392
ALGN,"Align Technology, Inc.",United States,USD,healthcare,medical-devices,20438980608,2446618000.0,3637259000.0,2453388000.0,"[445053000.0, 361573000.0]","[0.12554140327880398, 0.10961529877200263]",5208354545.782892,0.2548245749469666
CSX,CSX Corporation,United States,USD,industrials,railroads,65529257984,3384000000.0,39024000000.0,30275000000.0,"[3715000000.0, 4166000000.0]","[0.14120487666316997, 0.15448956347262527]",29977638921.898033,0.45746953107904176
APH,Amphenol Corporation,United States,USD,technology,electronic-components,79225683968,6835300000.0,9691100000.0,8099900000.0,"[1928000000.0, 1902300000.0]","[0.16210108837637366, 0.1739407723540287]",33866069782.61271,0.42746326805195567
LLY,Eli Lilly and Company,United States,USD,healthcare,drug-manufacturers-general,731811872768,25727000000.0,38279300000.0,53142600000.0,"[5240400000.0, 6244800000.0]","[0.15636985237312653, 0.2435637483912243]",97647702220.31805,0.13343279311795814
TMUS,"T-Mobile US, Inc.",United States,USD,communication-services,telecom-services,192183402496,19015000000.0,188667000000.0,142967000000.0,"[8317000000.0, 2590000000.0]","[0.07756787899548404, 0.03784510469040209]",-67757792727.4241,-2.8363291476910257
HCA,"HCA Healthcare, Inc.",United States,USD,healthcare,medical-care-facilities,84561551360,14927000000.0,41284000000.0,55151000000.0,"[5242000000.0, 5643000000.0]","[0.2015611165033509, 0.2327692778948548]",104009261581.16571,1.2299828930334056
EL,The Estée Lauder Companies Inc.,United States,USD,consumer-defensive,household-personal-products,48316497920,9139000000.0,14276000000.0,16998000000.0,"[1006000000.0, 2390000000.0]","[0.08718587790685127, 0.23090854962530466]",9111021875.429398,0.1885695832201035
ADI,"Analog Devices, Inc.",United States,USD,technology,semiconductors,106163986432,4384022000.0,44410456000.0,13229356000.0,"[3314579000.0, 2748561000.0]","[0.0836832566509396, 0.06803190902127859]",17703739807.430454,0.16675843101247925
MSFT,Microsoft Corporation,United States,USD,technology,software-infrastructure,3123130925056,184257000000.0,227719000000.0,205753000000.0,"[72361000000.0, 72738000000.0]","[0.2917837159907461, 0.3445332715505044]",4396792116449.088,1.4078154973186883
ODFL,"Old Dominion Freight Line, Inc.",United States,USD,industrials,trucking,39778365440,1143333000.0,4369060000.0,1254582000.0,"[1239502000.0, 1377159000.0]","[0.2858256404972854, 0.36727206296339004]",80529185750.57991,2.024446828315425
NVDA,NVIDIA Corporation,United States,USD,technology,semiconductors,2274826125312,44345000000.0,21383000000.0,22750000000.0,"[29760000000.0, 4368000000.0]","[0.5691377610401146, 0.1404283369402394]",2411626454163.05,1.0601366088286361
KMX,"CarMax, Inc.",United States,USD,consumer-cyclical,auto-truck-dealerships,11456552960,5226594000.0,21970203000.0,21123057000.0,"[479204000.0, 484762000.0]","[0.04226279338067447, 0.03390513276790775]",-13211623049.263998,-0.8671571174321561
PSA,Public Storage,United States,USD,real-estate,reit-industrial,50726535168,370002000.0,19439214000.0,9702270000.0,"[2148327000.0, 4349147000.0]","[0.15983859786793841, 0.35747702774010215]",73319147236.03189,1.4453805487248037
UHS,"Universal Health Services, Inc.",United States,USD,healthcare,medical-care-facilities,11893318656,2811350000.0,11156252000.0,7765696000.0,"[717795000.0, 675609000.0]","[0.0790105520510529, 0.06988674986614377]",720188313.6947117,0.06055402487104703
SO,The Southern Company,United States,USD,utilities,utilities-regulated-electric,86971424768,10432000000.0,128899000000.0,104106000000.0,"[3976000000.0, 3535000000.0]","[0.06437843870379109, 0.0576337434249034]",-65960058533.726654,-1.318546810014273
WAB,Westinghouse Air Brake Technologies Corporation,United States,USD,industrials,railroads,29689122816,4855000000.0,14133000000.0,8464000000.0,"[815000000.0, 633000000.0]","[0.0679924293897913, 0.05534663211127509]",2107422141.6600914,0.07098297092578175
KHC,The Kraft Heinz Company,United States,USD,consumer-defensive,packaged-foods,43714801664,7929000000.0,82410000000.0,40617000000.0,"[2855000000.0, 2363000000.0]","[0.05118660189813851, 0.045140360559646125]",-15069476665.524132,-2.9008838617475345
ALLE,Allegion plc,Ireland,USD,industrials,security-protection-services,10880246784,1360900000.0,2950600000.0,2993200000.0,"[540400000.0, 458000000.0]","[0.18664550546996073, 0.17320728226361895]",9265470277.198515,0.8515864080237497
VLO,Valero Energy Corporation,United States,USD,energy,oil-gas-refining-marketing,54709133312,26221000000.0,36835000000.0,34532000000.0,"[8835000000.0, 11528000000.0]","[0.25374303697737277, 0.3499016989798657]",467897338439.5893,8.552453861245136
KMB,Kimberly-Clark Corporation,United States,USD,consumer-defensive,household-personal-products,45216649216,5703000000.0,11641000000.0,16276000000.0,"[1764000000.0, 1934000000.0]","[0.20174458777287296, 0.2304990694443253]",37548878000.90953,0.8304215073863277
DUK,Duke Energy Corporation,United States,USD,utilities,utilities-regulated-electric,80179085312,12769000000.0,164124000000.0,126706000000.0,"[2841000000.0, 2550000000.0]","[0.055774477832517454, 0.049871338151966454]",-95609735720.54199,-0.8386079587789649
ADM,Archer-Daniels-Midland Company,United States,USD,consumer-defensive,farm-products,30467270656,29767000000.0,24864000000.0,30166000000.0,"[3483000000.0, 4340000000.0]","[0.1227264301664104, 0.14030944617222788]",45800902163.38867,1.503282085242151
CE,Celanese Corporation,United States,USD,basic-materials,chemicals,17184673792,6218000000.0,20379000000.0,19045000000.0,"[1960000000.0, 1894000000.0]","[0.15277070980486698, 0.12080971460217793]",14408319616.793198,0.8384401002421541
A,"Agilent Technologies, Inc.",United States,USD,healthcare,diagnostics-research,45197873152,4186000000.0,6577000000.0,4918000000.0,"[1240000000.0, 1254000000.0]","[0.1547757694135588, 0.16398776740680618]",20245778742.274445,0.4479365361770031
EQIX,"Equinix, Inc.",United States,USD,real-estate,reit-specialty,75908423680,3567697000.0,29083027000.0,20137225000.0,"[969178000.0, 704345000.0]","[0.05016954355735929, 0.0415071219733226]",-10719980740.925404,-7.081022393091277
CVS,CVS Health Corporation,United States,USD,healthcare,healthcare-plans,72409743360,67858000000.0,181870000000.0,173092000000.0,"[8344000000.0, 4311000000.0]","[0.07502447823676313, 0.04867854885565773]",-46608663562.166824,-1.5535683245545024
CMS,CMS Energy Corporation,United States,USD,utilities,utilities-regulated-electric,18885679104,2839000000.0,30678000000.0,25392000000.0,"[887000000.0, 837000000.0]","[0.05898962419317055, 0.06059760904932954]",-16440628225.809978,-1.1487200394417751
CME,CME Group Inc.,United States,USD,financial-services,financial-data-stock-exchanges,76744253440,94890200000.0,34815900000.0,102968200000.0,"[3226200000.0, 2691000000.0]","[0.11106244259259805, 0.09289941013825666]",24769718577.992035,0.3227566556153606
AEP,"American Electric Power Company, Inc.",United States,USD,utilities,utilities-regulated-electric,48848392192,6082100000.0,90601900000.0,71398100000.0,"[2208100000.0, 2307200000.0]","[0.05740731347908137, 0.05875921974570244]",-50343637005.95079,-0.9702992293986616
F,Ford Motor Company,United States,USD,consumer-cyclical,auto-manufacturers,48796176384,121481000000.0,151829000000.0,230512000000.0,"[4347000000.0, -1981000000.0]","[0.030037245253802608, -0.006790244795482753]",-90218267336.6398,-0.5408680284439769
O,Realty Income Corporation,United States,USD,real-estate,reit-retail,48005771264,2897717000.0,54881640000.0,24672388000.0,"[872309000.0, 869408000.0]","[0.029604929433741364, 0.029232274524009994]",-17280354841.02132,-2.7780547162168525
SWK,"Stanley Black & Decker, Inc.",United States,USD,industrials,tools-accessories,13867576320,7017300000.0,16646100000.0,14607700000.0,"[-310500000.0, 1062500000.0]","[0.008485081528587037, 0.09850936568578308]",-9606298710.095737,-1.443592036694203
WDC,Western Digital Corporation,United States,USD,technology,computer-hardware,23542452224,7886000000.0,16543000000.0,12706000000.0,"[-1706000000.0, 1500000000.0]","[-0.0761734665401574, 0.08911242482753177]",-11835494219.430084,-1.9891397678477039
EW,Edwards Lifesciences Corporation,United States,USD,healthcare,medical-devices,53715763200,4035700000.0,5327500000.0,2643800000.0,"[1402400000.0, 1521900000.0]","[0.1952272252511946, 0.24026753577569895]",40163800708.69473,0.7477097655515529
WELL,Welltower Inc.,United States,USD,real-estate,reit-healthcare-facilities,60562915328,4892988000.0,39119178000.0,17640439000.0,"[340094000.0, 141214000.0]","[0.022860472083850506, 0.019319869048462893]",-11131928266.81689,-5.440469420606283
HST,"Host Hotels & Resorts, Inc.",United States,USD,real-estate,reit-hotel-motel,13165659136,1561000000.0,10682000000.0,5417000000.0,"[740000000.0, 633000000.0]","[0.08581966913778621, 0.0725800658792624]",2257975605.983058,0.17150494195986588
MAA,"Mid-America Apartment Communities, Inc.",United States,USD,real-estate,reit-residential,16523153408,55091000.0,11429412000.0,5185381000.0,"[552806000.0, 637436000.0]","[0.06702941532111245, 0.07752664067601418]",-847567193.0076122,-19.49480058255582
NXPI,NXP Semiconductors N.V.,Netherlands,USD,technology,semiconductors,68451721216,7864000000.0,16489000000.0,15393000000.0,"[2797000000.0, 2787000000.0]","[0.16139363747884947, 0.17176338708413355]",42810087856.100204,0.6254055719214511
WMT,Walmart Inc.,United States,USD,consumer-defensive,discount-stores,521065431040,76877000000.0,175522000000.0,161828000000.0,"[15511000000.0, 11680000000.0]","[0.14694577496181305, 0.10960841733073916]",114975640106.8534,0.22065489909275365
SEE,Sealed Air Corporation,United States,USD,consumer-cyclical,packaging-containers,5661511680,1963300000.0,5237300000.0,6651100000.0,"[341600000.0, 491600000.0]","[0.10670916563769602, 0.15052088566730837]",-271594347.0656767,-20.84546950688535
KIM,Kimco Realty Corporation,United States,USD,real-estate,reit-retail,12956508160,1421431000.0,16852591000.0,8548287000.0,"[654273000.0, 125976000.0]","[0.047221321618909295, -0.004532870062053545]",-4011171122.8743773,-3.230106062070834
TDG,TransDigm Group Incorporated,United States,USD,industrials,aerospace-defense,72295579648,6738000000.0,13232000000.0,21948000000.0,"[1298000000.0, 866000000.0]","[0.12271416526735676, 0.10565541147559196]",-455649724.55848694,-158.66481586936675
CNP,"CenterPoint Energy, Inc.",United States,USD,utilities,utilities-regulated-electric,19242899456,3027000000.0,36688000000.0,30048000000.0,"[917000000.0, 1057000000.0]","[0.05332748754748414, 0.05545071719895575]",-21016849491.277298,-0.915593912588395
BRO,"Brown & Brown, Inc.",United States,USD,financial-services,insurance-brokers,25623916544,5129900000.0,9753500000.0,9304600000.0,"[870500000.0, 671800000.0]","[0.10887731919400327, 0.09187839822606855]",4560248629.292011,0.17796844683994345
AAP,"Advance Auto Parts, Inc.",United States,USD,consumer-cyclical,specialty-retail,4443888640,6377021000.0,5899305000.0,9756598000.0,"[29735000.0, 464402000.0]","[0.025998173667541133, 0.12678175924754312]",-3140224758.0797462,-1.4151498642146387
AWK,"American Water Works Company, Inc.",United States,USD,utilities,utilities-regulated-water,26059524096,1389000000.0,28909000000.0,20501000000.0,"[944000000.0, 820000000.0]","[0.058967649692182766, 0.058393128941074145]",-12674847071.929344,-2.056003038783273
VRSK,"Verisk Analytics, Inc.",United States,USD,industrials,consulting-services,35899883520,810100000.0,3556000000.0,4043900000.0,"[614400000.0, 954300000.0]","[0.272038736179247, 0.21102644832660863]",17377510472.777225,0.48405478706069144
ATO,Atmos Energy Corporation,United States,USD,utilities,utilities-regulated-gas,17900046336,885768000.0,21631200000.0,11646904000.0,"[885862000.0, 774398000.0]","[0.05699396726577031, 0.04940492087405962]",-5025977393.131069,-3.5615055412831214
ORLY,"O'Reilly Automotive, Inc.",United States,USD,consumer-cyclical,specialty-retail,59604361216,5558302000.0,8314693000.0,15612273000.0,"[2346581000.0, 2172650000.0]","[0.6536609441106952, 0.6931923020847208]",1547974676273.069,25.97082905835313
SPG,"Simon Property Group, Inc.",United States,USD,real-estate,reit-retail,55764705280,3588374000.0,30695120000.0,30595897000.0,"[2283126000.0, 2139535000.0]","[0.11900508050319633, 0.11390213750751438]",-521921065.71611404,-106.84509390991285
ZBH,"Zimmer Biomet Holdings, Inc.",United States,USD,healthcare,medical-devices,24724391936,4609500000.0,16887400000.0,9008800000.0,"[1024000000.0, 231400000.0]","[0.06623922821224368, 0.022926844163034563]",1707346664.793396,0.06905515287142049
LKQ,LKQ Corporation,United States,USD,consumer-cyclical,auto-parts,11916882944,4868000000.0,10211000000.0,8898000000.0,"[936000000.0, 1149000000.0]","[0.1046243538316974, 0.14690065252242543]",7768228099.453314,0.6518674502349222
NDAQ,"Nasdaq, Inc.",United States,USD,financial-services,financial-data-stock-exchanges,36183207936,9096000000.0,23198000000.0,21467000000.0,"[1059000000.0, 1125000000.0]","[0.05934242684468445, 0.10513962873284907]",-3371693387.513031,-10.731464512758919
TRGP,Targa Resources Corp.,United States,USD,energy,oil-gas-midstream,26089437184,2194600000.0,18477200000.0,16061800000.0,"[1345900000.0, 1195500000.0]","[0.13882926412899538, 0.13897507525502203]",5185219910.738155,0.19874786390248853
PARA,Paramount Global,United States,USD,communication-services,entertainment,8390825984,12703000000.0,40840000000.0,30493000000.0,"[-608000000.0, 1104000000.0]","[-0.006384934721632529, 0.04637279822540805]",-20647278727.78033,-0.4063889529766642
ORCL,Oracle Corporation,United States,USD,technology,software-infrastructure,339440992256,21004000000.0,113380000000.0,132828000000.0,"[8503000000.0, 6717000000.0]","[0.1285440936260713, 0.13119536882278035]",-668982941.5647888,-507.39857650484834
FDX,FedEx Corporation,United States,USD,industrials,integrated-freight-logistics,63304335360,18610000000.0,68533000000.0,61055000000.0,"[3972000000.0, 3826000000.0]","[0.09780446485535987, 0.09756168496980401]",-3553735196.246994,-17.81346438723235
AMZN,"Amazon.com, Inc.",United States,USD,consumer-cyclical,internet-retail,1922098921472,172351000000.0,355503000000.0,325979000000.0,"[30425000000.0, -2722000000.0]","[0.12689145655526707, -0.0076681203836373]",55672880267.22864,0.028964628014354593
TSN,"Tyson Foods, Inc.",United States,USD,consumer-defensive,farm-products,21450506240,8722000000.0,27529000000.0,17996000000.0,"[-648000000.0, 3238000000.0]","[-0.011186525047277794, 0.1261401097316792]",-13642744078.332989,-1.5723014458701952
CHRW,"C.H. Robinson Worldwide, Inc.",United States,USD,industrials,integrated-freight-logistics,9848860672,2880694000.0,2333018000.0,3806583000.0,"[325129000.0, 940524000.0]","[0.13633504974936586, 0.306915714116936]",8353285293.311943,0.8481473717117421
BF-B,Brown-Forman Corporation,United States,USD,consumer-defensive,beverages-wineries-distilleries,23045304320,3801000000.0,3976000000.0,4509000000.0,"[783000000.0, 838000000.0]","[0.13788902044947907, 0.17972113894206668]",12472710259.653177,0.5412256695099775
CBOE,"Cboe Global Markets, Inc.",United States,USD,financial-services,financial-data-stock-exchanges,19296808960,1979300000.0,5508200000.0,3502500000.0,"[761400000.0, 235000000.0]","[0.14873208534338478, 0.051383832806066974]",6094812773.13028,0.31584562949056005
CTLT,"Catalent, Inc.",United States,USD,healthcare,drug-manufacturers-specialty-generic,10020861952,2692000000.0,8085000000.0,6166000000.0,"[-256000000.0, 499000000.0]","[-0.012343755795408182, 0.06739502966995102]",-4768910575.531303,-2.1012895488994525
CZR,"Caesars Entertainment, Inc.",United States,USD,consumer-cyclical,resorts-casinos,7674202624,2045000000.0,31321000000.0,28646000000.0,"[786000000.0, -899000000.0]","[-1.8797696098806485, 0.09634504682532864]",-26600999999.328125,-0.28849301245042785
MOH,"Molina Healthcare, Inc.",United States,USD,healthcare,healthcare-plans,20364900352,12542000000.0,2350000000.0,10677000000.0,"[1091000000.0, 792000000.0]","[0.18330396014646003, 0.17003049148764052]",23266019831.241924,1.1424568462942177
IRM,Iron Mountain Incorporated,United States,USD,real-estate,reit-specialty,23975348224,1735545000.0,15738223000.0,17084082000.0,"[184234000.0, 556981000.0]","[0.05602935052877319, 0.0895832910518645]",-13914183603.284893,-1.7230869526789803
EBAY,eBay Inc.,United States,USD,consumer-cyclical,internet-retail,26071736320,11016000000.0,10604000000.0,15224000000.0,"[2767000000.0, -1269000000.0]","[0.21048781988803675, -0.07750984927061773]",16099013229.043816,0.617489108951061
MKTX,MarketAxess Holdings Inc.,United States,USD,financial-services,capital-markets,8136843776,1345145000.0,669922000.0,722104000.0,"[258055000.0, 250224000.0]","[0.20077379752474053, 0.23193358407114686]",7676208526.129295,0.9433889524548363
GWW,"W.W. Grainger, Inc.",United States,USD,industrials,industrial-distribution,46463299584,5274000000.0,2873000000.0,4706000000.0,"[1829000000.0, 1547000000.0]","[0.36450445060018466, 0.35362506357209683]",152164215642.12265,3.274933485234475
LCID,"Lucid Group, Inc.",United States,USD,consumer-cyclical,auto-manufacturers,6552306176,4757155000.0,3755563000.0,3661026000.0,"[-2828420000.0, -1304460000.0]","[-0.4050601102103935, -0.20057122190475227]",800264236.3732777,0.12213474384095656
ECL,Ecolab Inc.,United States,USD,basic-materials,specialty-chemicals,66726285312,5644100000.0,16202500000.0,13774400000.0,"[1372300000.0, 1091700000.0]","[0.10290908615709207, 0.08326710439209291]",4754386509.151154,0.07125207835143985
CSCO,"Cisco Systems, Inc.",United States,USD,technology,communication-equipment,195049472000,43348000000.0,58504000000.0,57499000000.0,"[12613000000.0, 11812000000.0]","[0.24580229460529052, 0.2456121036320904]",423422776570.1088,2.170848104475304
CRM,"Salesforce, Inc.",United States,USD,technology,software-application,277398978560,29074000000.0,70749000000.0,40177000000.0,"[4136000000.0, 208000000.0]","[0.07256917097778808, 0.008491176263798075]",12621685492.142395,0.045500115240735786
SNPS,"Synopsys, Inc.",United States,USD,technology,software-infrastructure,86451257344,3430624000.0,6902507000.0,4148830000.0,"[1229888000.0, 984594000.0]","[0.19775360336856984, 0.17699208373660102]",25694313575.18631,0.2972115659688503
HD,"The Home Depot, Inc.",United States,USD,consumer-cyclical,home-improvement-retail,341122777088,29775000000.0,46755000000.0,75486000000.0,"[15143000000.0, 17105000000.0]","[0.36806010664687033, 0.40968690014122705]",1513525515762.5818,4.436893744483486
V,Visa Inc.,United States,USD,financial-services,credit-services,573112582144,33532000000.0,56967000000.0,51766000000.0,"[17273000000.0, 14957000000.0]","[0.3007259558831798, 0.26538739196762157]",786957759797.233,1.3731294414323334
ABMD,"Abiomed, Inc.",N/A,USD,N/A,N/A,17180649472,976473000.0,696920000.0,170067000.0,"[136505000.0, 225525000.0]","[0.12232061786054857, 0.13508764004646254]",2572536722.3948402,0.14973454447035936
KEYS,"Keysight Technologies, Inc.",United States,USD,technology,scientific-technical-instruments,27457658880,4809000000.0,3874000000.0,4029000000.0,"[1057000000.0, 1124000000.0]","[0.17334926792607394, 0.20038662168715013]",23383315161.116028,0.8516135794136586
ALB,Albemarle Corporation,United States,USD,basic-materials,specialty-chemicals,15410140160,5216919000.0,13053733000.0,8605553000.0,"[1573476000.0, 2689816000.0]","[-0.019874929855824484, 0.1916199216982482]",10438163474.809765,0.6773568161244917
LH,Labcorp Holdings Inc.,United States,USD,healthcare,diagnostics-research,17751388160,3765400000.0,12959700000.0,8834600000.0,"[418000000.0, 1279100000.0]","[0.03974355539853822, 0.0744532987901124]",-2261157371.9818935,-7.850576160668107
MDT,Medtronic plc,Ireland,USD,healthcare,medical-devices,114086297600,21675000000.0,69274000000.0,39283000000.0,"[3758000000.0, 5039000000.0]","[0.055852396875206003, 0.07269026735635778]",9403802332.184372,0.08242709711866723
VICI,VICI Properties Inc.,United States,USD,real-estate,reit-diversified,31691808768,18763651000.0,25296190000.0,18402067000.0,"[2513540000.0, 1117635000.0]","[0.08038696388531968, 0.04694985366019054]",18326349684.90187,0.5782677100906414
PANW,"Palo Alto Networks, Inc.",United States,USD,technology,software-infrastructure,102697336832,6048000000.0,8453100000.0,12752700000.0,"[439700000.0, -267000000.0]","[0.12182600962950484, -0.06199703540703849]",-4428338220.121811,-23.190942454520805
BSX,Boston Scientific Corporation,United States,USD,healthcare,medical-devices,109748936704,6514000000.0,28621000000.0,15606000000.0,"[1593000000.0, 698000000.0]","[0.06358918898575598, 0.037183810728352674]",949075612.9454994,0.008647697567268627
CMI,Cummins Inc.,United States,USD,industrials,specialty-industrial-machinery,39058894848,15198000000.0,16807000000.0,22101000000.0,"[735000000.0, 2151000000.0]","[0.066494721296113, 0.13886531361230356]",628050017.58741,0.01607956446365172
RSG,"Republic Services, Inc.",United States,USD,industrials,waste-management,59257606144,2381000000.0,29029100000.0,20866600000.0,"[1731000000.0, 1487600000.0]","[0.09129920630928366, 0.08424741406414787]",-3006197142.57143,-19.711816402470678
TECH,Bio-Techne Corporation,United States,USD,healthcare,biotechnology,13206410240,621482000.0,2017210000.0,672176000.0,"[285263000.0, 272051000.0]","[0.12730094278179896, 0.13943614128412918]",3795490690.411667,0.28739760627121536
VTR,"Ventas, Inc.",United States,USD,real-estate,reit-healthcare-facilities,19797497856,868197000.0,23857236000.0,15181028000.0,"[-40973000.0, -47447000.0]","[0.01768313706848523, 0.012910734132063383]",-14496697100.704542,-1.3656557572026415
MAR,"Marriott International, Inc.",United States,USD,consumer-cyclical,lodging,67900919808,3311000000.0,22363000000.0,26356000000.0,"[3083000000.0, 2358000000.0]","[0.32156721238240216, 0.25048550128959585]",124032204851.2009,1.8266645754125348
TEL,TE Connectivity Ltd.,Switzerland,USD,technology,electronic-components,46243487744,7892000000.0,13820000000.0,10057000000.0,"[1910000000.0, 2428000000.0]","[0.12505776512036293, 0.16561902440908208]",26440181799.82675,0.5717601134714868
PNR,Pentair plc,United Kingdom,USD,industrials,specialty-industrial-machinery,13937797120,1569000000.0,4994300000.0,3346200000.0,"[622700000.0, 480900000.0]","[0.14253747691310506, 0.10694371466903813]",6000939364.394329,0.43055149337647475
PTC,PTC Inc.,United States,USD,technology,software-application,22059239424,1277366000.0,5011476000.0,3611552000.0,"[245540000.0, 313081000.0]","[0.07799800122187776, 0.09758708443949722]",-138065466.7165041,-159.77376492917818
POOL,Pool Corporation,United States,USD,industrials,industrial-distribution,14062836736,1815360000.0,1612708000.0,2115281000.0,"[523229000.0, 748462000.0]","[0.2398308226801568, 0.2971723480630285]",21460891082.878956,1.5260712675373944
MCK,McKesson Corporation,United States,USD,healthcare,medical-distribution,73379700736,47970000000.0,19473000000.0,69042000000.0,"[3002000000.0, 3560000000.0]","[0.9213139067205708, 1.050180582823912]",11012687733215.963,150.07812273365064
NTAP,"NetApp, Inc.",United States,USD,technology,computer-hardware,22798467072,4680000000.0,5138000000.0,8659000000.0,"[1274000000.0, 937000000.0]","[0.3816440729232546, 0.28769909806179234]",84123193829.99028,3.689861847479492
UAL,"United Airlines Holdings, Inc.",United States,USD,industrials,airlines,18074302464,18487000000.0,52617000000.0,61780000000.0,"[2618000000.0, 737000000.0]","[0.10388871874608177, 0.05204661474286048]",-21908449001.28711,-0.8249923334572039
MGM,MGM Resorts International,United States,USD,consumer-cyclical,resorts-casinos,12870290432,4910593000.0,37457955000.0,38001047000.0,"[1142180000.0, 1473093000.0]","[0.16995468872672606, 0.025298703779774764]",-21912706039.272907,-0.5873437269195919
DVN,Devon Energy Corporation,United States,USD,energy,oil-gas-e-p,31359840256,3157000000.0,21333000000.0,12273000000.0,"[3747000000.0, 6015000000.0]","[0.22419152447648905, 0.35919187359163823]",177670518651.37967,5.665542847189294
EXPE,"Expedia Group, Inc.",United States,USD,consumer-cyclical,travel-services,15103019008,9230000000.0,12412000000.0,18856000000.0,"[797000000.0, 352000000.0]","[0.10961597120585086, 0.06096449275457138]",-2659888653.438946,-5.678064376293889
APTV,Aptiv PLC,Ireland,USD,consumer-cyclical,auto-parts,22339012608,8247000000.0,16180000000.0,12583000000.0,"[2938000000.0, 594000000.0]","[0.22319151437058543, 0.06944335383675784]",40042632480.88401,1.7924978683500106
INTC,Intel Corporation,United States,USD,technology,semiconductors,135496171520,43269000000.0,148303000000.0,81607000000.0,"[1689000000.0, 8014000000.0]","[0.023277803527135498, 0.05946384349941083]",-28571097436.49346,-4.742420966544065
EPAM,"EPAM Systems, Inc.",United States,USD,technology,information-technology-services,10887592960,3091361000.0,1261004000.0,880895000.0,"[417083000.0, 419416000.0]","[0.11717352366121889, 0.1563915947224646]",8005682381.049023,0.7353032401616365
AVB,"AvalonBay Communities, Inc.",United States,USD,real-estate,reit-residential,28279373824,530960000.0,20147254000.0,8893423000.0,"[928825000.0, 1136775000.0]","[0.05728298094576824, 0.06967899811847558]",-1735655508.1906967,-16.293195101532177
EXC,Exelon Corporation,United States,USD,utilities,utilities-regulated-electric,38581157888,7777000000.0,93769000000.0,75791000000.0,"[2328000000.0, 2170000000.0]","[0.054723546241943206, 0.05078934434301989]",-53005571720.21866,-0.7278698566189307
AMAT,"Applied Materials, Inc.",United States,USD,technology,semiconductor-equipment-materials,176216637440,19147000000.0,11582000000.0,14380000000.0,"[6856000000.0, 6525000000.0]","[0.32256838440114716, 0.3807589235719459]",542826514925.6218,3.080449853155601
MA,Mastercard Incorporated,United States,USD,financial-services,credit-services,427873861632,18961000000.0,23487000000.0,35451000000.0,"[11195000000.0, 9930000000.0]","[0.5160090485115676, 0.5082749772728009]",2681392586691.4907,6.266782870222783
NOC,Northrop Grumman Corporation,United States,USD,industrials,aerospace-defense,69658394624,13706000000.0,32838000000.0,31749000000.0,"[2056000000.0, 4896000000.0]","[0.08864735343497951, 0.1962052945347406]",11974759593.553856,0.1719069131321624
PPL,PPL Corporation,United States,USD,utilities,utilities-regulated-electric,21829756928,2932000000.0,36304000000.0,25303000000.0,"[740000000.0, 756000000.0]","[0.04311123754533715, 0.03959450651036889]",-18092573657.45114,-1.2065589639874015
ADBE,Adobe Inc.,United States,USD,technology,software-infrastructure,216576638976,11084000000.0,18695000000.0,13261000000.0,"[5428000000.0, 4756000000.0]","[0.2738295878810378, 0.2664829731974529]",226532701732.88654,1.0459701600503175
XOM,Exxon Mobil Corporation,United States,USD,energy,oil-gas-integrated,536696651776,96609000000.0,279708000000.0,163779000000.0,"[36010000000.0, 55740000000.0]","[0.15649088093599078, 0.24970884840009816]",814920305827.0242,1.5184002045295892
CAG,"Conagra Brands, Inc.",United States,USD,consumer-defensive,packaged-foods,14690876416,3385000000.0,18667600000.0,13245300000.0,"[683600000.0, 888200000.0]","[0.041924813278307424, 0.057268362892967134]",-5583693366.754366,-2.6310320877343174
LUV,Southwest Airlines Co.,United States,USD,industrials,airlines,16672984064,13955000000.0,22532000000.0,25972000000.0,"[465000000.0, 539000000.0]","[0.03446522669851811, 0.04057820342107959]",-9425817196.444178,-1.7688635071651682
TSLA,"Tesla, Inc.",United States,USD,consumer-cyclical,auto-manufacturers,565955461120,49616000000.0,57002000000.0,43009000000.0,"[14999000000.0, 12583000000.0]","[0.22600684805387736, 0.2729949294996834]",543022288552.35425,0.959478838631114
DHR,Danaher Corporation,United States,USD,healthcare,diagnostics-research,196874584064,13937000000.0,70551000000.0,30998000000.0,"[4764000000.0, 7209000000.0]","[0.06204561333666803, 0.09558749606841271]",22160204155.659714,0.11256000494434504
